distance,PL,category
8.290,63.672,1.0
8.780,59.699,1.0
9.260,59.229,1.0
9.750,59.626,1.0
10.230,60.731,1.0
10.720,60.568,1.0
11.210,61.425,1.0
11.700,61.544,1.0
12.190,61.282,1.0
8.590,58.972,1.0
9.060,58.682,1.0
9.530,58.541,1.0
10.000,57.513,1.0
10.470,58.623,1.0
10.950,58.022,1.0
11.430,57.437,1.0
11.910,59.159,1.0
12.400,57.653,1.0
8.990,60.224,1.0
9.430,59.184,1.0
9.890,58.157,1.0
10.340,57.436,1.0
10.800,56.876,1.0
11.270,57.181,1.0
11.730,57.771,1.0
12.200,59.418,1.0
12.680,59.618,1.0
9.470,63.234,1.0
9.900,61.739,1.0
10.330,62.091,1.0
10.770,60.340,1.0
11.210,58.572,1.0
11.660,58.988,1.0
12.110,58.828,1.0
12.570,58.504,1.0
13.020,60.702,1.0
10.030,62.824,1.0
10.440,62.743,1.0
10.850,62.442,1.0
11.270,62.776,1.0
11.690,62.264,1.0
12.120,62.908,1.0
12.560,61.202,1.0
13.000,60.537,1.0
13.440,66.335,1.0
16.140,66.043,1.0
16.390,66.501,1.0
16.660,65.012,1.0
16.930,65.096,1.0
17.220,64.461,1.0
17.510,66.473,1.0
17.820,66.421,1.0
18.130,67.658,1.0
18.450,66.907,1.0
17.020,64.562,1.0
17.260,65.158,1.0
17.510,62.848,1.0
17.770,64.070,1.0
18.040,64.052,1.0
18.320,63.758,1.0
18.610,63.533,1.0
18.910,65.378,1.0
19.220,66.695,1.0
17.900,66.284,1.0
18.130,65.928,1.0
18.370,63.484,1.0
18.620,63.488,1.0
18.880,63.212,1.0
19.150,63.222,1.0
19.430,63.064,1.0
19.710,63.112,1.0
20.010,66.807,1.0
18.800,67.123,1.0
19.020,65.378,1.0
19.250,64.273,1.0
19.490,63.660,1.0
19.730,63.410,1.0
19.990,63.459,1.0
20.260,62.448,1.0
20.530,63.700,1.0
20.820,64.197,1.0
19.710,66.595,1.0
19.920,67.280,1.0
20.140,65.817,1.0
20.360,65.453,1.0
20.600,65.405,1.0
20.850,65.441,1.0
21.100,65.034,1.0
21.370,64.803,1.0
21.640,65.500,1.0
14.170,65.808,1.0
14.660,62.543,1.0
15.150,63.988,1.0
15.650,62.595,1.0
16.140,65.586,1.0
16.640,63.066,1.0
17.130,64.940,1.0
17.630,64.907,1.0
18.130,65.025,1.0
14.340,66.395,1.0
14.830,62.335,1.0
15.320,62.602,1.0
15.810,64.605,1.0
16.300,62.805,1.0
16.790,62.916,1.0
17.280,61.663,1.0
17.770,63.714,1.0
18.260,63.290,1.0
14.580,62.494,1.0
15.060,62.199,1.0
15.540,63.327,1.0
16.030,60.872,1.0
16.510,61.584,1.0
16.990,63.229,1.0
17.480,61.742,1.0
17.970,62.185,1.0
18.450,63.687,1.0
14.890,62.027,1.0
15.360,61.586,1.0
15.830,63.001,1.0
16.300,62.795,1.0
16.780,62.386,1.0
17.260,62.255,1.0
17.740,62.646,1.0
18.210,63.040,1.0
18.700,64.148,1.0
15.250,65.429,1.0
15.710,64.873,1.0
16.170,66.301,1.0
16.640,66.683,1.0
17.100,66.450,1.0
17.570,66.136,1.0
18.040,65.337,1.0
18.510,63.526,1.0
18.990,66.051,1.0
19.810,67.036,1.0
20.170,67.855,1.0
20.530,68.027,1.0
20.900,67.412,1.0
21.270,67.452,1.0
21.650,70.094,1.0
22.030,69.692,1.0
22.420,69.240,1.0
22.810,68.820,1.0
20.530,68.027,1.0
20.870,67.469,1.0
21.220,67.776,1.0
21.580,67.123,1.0
21.940,67.300,1.0
