distance,PL,category
9.150,62.635,1.0
9.590,58.725,1.0
10.030,59.568,1.0
10.490,59.749,1.0
10.940,60.363,1.0
11.400,60.591,1.0
11.860,60.548,1.0
12.320,61.075,1.0
12.790,61.248,1.0
9.420,62.877,1.0
9.850,56.951,1.0
10.280,58.207,1.0
10.720,58.215,1.0
11.170,59.147,1.0
11.610,58.398,1.0
12.070,59.370,1.0
12.530,59.624,1.0
12.990,60.736,1.0
9.780,62.620,1.0
10.190,57.001,1.0
10.610,58.925,1.0
11.040,57.714,1.0
11.470,59.075,1.0
11.910,58.734,1.0
12.350,59.727,1.0
12.800,60.439,1.0
13.250,60.896,1.0
10.230,62.216,1.0
10.630,57.478,1.0
11.030,59.222,1.0
11.440,57.765,1.0
11.860,60.056,1.0
12.280,58.896,1.0
12.710,59.152,1.0
13.150,61.133,1.0
13.590,61.076,1.0
10.750,62.010,1.0
11.130,59.428,1.0
11.520,61.921,1.0
11.910,60.572,1.0
12.310,62.116,1.0
12.720,60.934,1.0
13.140,62.244,1.0
13.560,63.128,1.0
13.980,63.236,1.0
16.600,66.926,1.0
16.840,67.130,1.0
17.100,67.055,1.0
17.370,67.950,1.0
17.650,67.063,1.0
17.940,67.137,1.0
18.230,67.795,1.0
18.540,68.189,1.0
18.850,67.415,1.0
17.450,65.987,1.0
17.680,61.528,1.0
17.930,61.052,1.0
18.180,61.331,1.0
18.450,61.759,1.0
18.730,61.401,1.0
19.010,61.722,1.0
19.300,62.106,1.0
19.610,63.532,1.0
18.320,65.897,1.0
18.540,61.998,1.0
18.770,62.626,1.0
19.020,63.122,1.0
19.270,63.413,1.0
19.540,63.223,1.0
19.810,63.402,1.0
20.090,63.171,1.0
20.380,65.839,1.0
19.190,66.665,1.0
19.410,62.149,1.0
19.630,62.704,1.0
19.870,64.242,1.0
20.110,64.178,1.0
20.360,64.387,1.0
20.620,64.083,1.0
20.890,64.980,1.0
21.170,67.814,1.0
20.080,67.528,1.0
20.290,63.710,1.0
20.500,64.273,1.0
20.730,66.361,1.0
20.960,66.188,1.0
21.200,64.539,1.0
21.460,65.364,1.0
21.720,65.718,1.0
21.980,68.222,1.0
14.680,65.844,1.0
15.160,62.428,1.0
15.640,62.327,1.0
16.120,62.867,1.0
16.600,63.130,1.0
17.080,63.256,1.0
17.570,63.848,1.0
18.050,63.551,1.0
18.530,64.052,1.0
14.850,66.458,1.0
15.320,61.046,1.0
15.800,60.062,1.0
16.270,61.289,1.0
16.750,62.516,1.0
17.230,63.216,1.0
17.710,62.200,1.0
18.190,62.296,1.0
18.670,63.313,1.0
15.090,65.598,1.0
15.550,60.454,1.0
16.020,60.586,1.0
16.490,61.305,1.0
16.960,62.671,1.0
17.430,62.520,1.0
17.900,62.525,1.0
18.380,62.248,1.0
18.850,63.272,1.0
15.380,65.183,1.0
15.840,60.596,1.0
16.290,60.344,1.0
16.760,61.786,1.0
17.220,63.175,1.0
17.680,63.423,1.0
18.150,63.056,1.0
18.620,62.535,1.0
19.090,63.501,1.0
15.730,67.181,1.0
16.180,63.329,1.0
16.630,62.453,1.0
17.080,64.127,1.0
17.540,66.070,1.0
17.990,66.006,1.0
18.450,64.804,1.0
18.910,64.383,1.0
19.380,65.985,1.0
20.180,68.778,1.0
20.530,68.042,1.0
20.890,68.558,1.0
21.250,68.810,1.0
21.620,68.331,1.0
21.990,69.310,1.0
22.370,70.087,1.0
22.750,69.875,1.0
23.140,68.739,1.0
20.890,68.559,1.0
21.230,63.861,1.0
21.570,61.817,1.0
21.920,63.006,1.0
22.280,63.138,1.0
22.640,63.415,1.0
23.010,63.399,1.0
23.380,63.238,1.0
23.750,65.196,1.0
21.620,68.349,1.0
21.940,64.332,1.0
22.280,63.138,1.0
22.620,63.321,1.0
22.960,63.265,1.0
23.310,64.123,1.0
23.670,64.183,1.0
24.030,64.201,1.0
24.400,65.879,1.0
22.370,70.322,1.0
22.680,64.303,1.0
23.010,63.399,1.0
23.330,63.487,1.0
23.670,64.183,1.0
24.010,65.352,1.0
24.360,66.528,1.0
24.710,66.246,1.0
25.060,68.523,1.0
23.140,69.037,1.0
23.440,65.703,1.0
23.750,65.000,1.0
24.070,65.195,1.0
24.400,65.879,1.0
24.730,67.123,1.0
25.060,68.523,1.0
25.410,68.814,1.0
25.750,70.043,1.0
14.680,66.223,1.0
14.760,65.631,1.0
14.850,65.570,1.0
14.960,66.379,1.0
15.090,65.904,1.0
15.220,67.433,1.0
15.380,66.278,1.0
15.550,66.449,1.0
15.730,67.221,1.0
15.640,62.552,1.0
15.710,59.997,1.0
15.800,60.017,1.0
15.900,60.168,1.0
16.020,60.225,1.0
16.150,60.120,1.0
16.290,60.144,1.0
16.450,60.514,1.0
16.630,62.456,1.0
16.600,63.194,1.0
16.670,63.221,1.0
16.750,62.652,1.0
16.850,62.861,1.0
16.960,62.988,1.0
17.080,62.719,1.0
17.220,62.978,1.0
17.370,63.156,1.0
17.540,65.795,1.0
17.570,63.753,1.0
17.630,62.783,1.0
17.710,62.186,1.0
17.800,62.369,1.0
17.900,62.566,1.0
18.020,62.854,1.0
18.150,63.308,1.0
18.300,62.995,1.0
18.450,65.453,1.0
18.530,64.160,1.0
18.590,64.341,1.0
18.670,63.314,1.0
18.750,63.370,1.0
18.850,63.302,1.0
18.970,63.326,1.0
19.090,63.301,1.0
19.230,63.123,1.0
19.380,65.673,1.0
16.600,67.127,1.0
17.020,65.681,1.0
17.450,65.525,1.0
17.880,65.709,1.0
18.320,66.389,1.0
18.750,66.317,1.0
19.190,66.664,1.0
19.640,66.374,1.0
20.080,67.176,1.0
17.100,68.253,1.0
17.510,62.211,1.0
17.930,60.999,1.0
18.350,62.052,1.0
18.770,62.834,1.0
19.200,63.052,1.0
19.630,62.962,1.0
20.070,63.042,1.0
20.500,63.893,1.0
17.650,67.561,1.0
18.050,62.719,1.0
18.450,61.616,1.0
18.860,61.550,1.0
19.270,62.812,1.0
19.690,64.307,1.0
20.110,64.376,1.0
20.530,63.846,1.0
20.960,65.585,1.0
18.230,67.386,1.0
18.620,62.261,1.0
19.010,61.625,1.0
19.410,62.221,1.0
19.810,63.159,1.0
20.210,64.301,1.0
20.620,64.670,1.0
21.040,64.453,1.0
21.460,65.753,1.0
18.850,67.388,1.0
19.230,64.540,1.0
19.610,63.728,1.0
19.990,64.290,1.0
20.380,65.800,1.0
20.770,66.763,1.0
21.170,67.656,1.0
21.580,66.078,1.0
21.980,68.227,1.0
4.660,56.355,1.0
4.820,56.238,1.0
5.040,56.069,1.0
