distance,PL,category
11.470,62.563,1.0
11.820,61.724,1.0
12.180,61.610,1.0
12.560,62.186,1.0
12.940,62.310,1.0
13.330,62.262,1.0
13.730,62.159,1.0
14.130,62.208,1.0
14.540,63.306,1.0
11.680,65.786,1.0
12.030,59.721,1.0
12.390,60.622,1.0
12.750,59.964,1.0
13.130,61.176,1.0
13.520,60.991,1.0
13.910,60.535,1.0
14.310,61.524,1.0
14.710,62.598,1.0
11.980,64.573,1.0
12.320,59.950,1.0
12.670,60.540,1.0
13.030,60.322,1.0
13.390,60.704,1.0
13.770,61.119,1.0
14.160,61.524,1.0
14.550,61.467,1.0
14.950,63.513,1.0
12.350,63.695,1.0
12.680,59.956,1.0
13.020,60.813,1.0
13.370,60.404,1.0
13.730,60.284,1.0
14.090,61.014,1.0
14.470,61.564,1.0
14.850,61.488,1.0
15.240,63.285,1.0
12.780,63.698,1.0
13.100,61.910,1.0
13.430,63.129,1.0
13.770,62.877,1.0
14.120,62.493,1.0
14.480,63.044,1.0
14.840,63.138,1.0
15.220,63.086,1.0
15.600,65.458,1.0
17.980,69.120,1.0
18.210,67.793,1.0
18.450,66.601,1.0
18.690,67.702,1.0
18.950,68.478,1.0
19.220,67.795,1.0
19.500,68.459,1.0
19.780,68.765,1.0
20.080,67.942,1.0
18.770,66.890,1.0
18.990,62.833,1.0
19.210,63.075,1.0
19.450,62.802,1.0
19.700,63.102,1.0
19.960,63.232,1.0
20.230,63.283,1.0
20.500,63.794,1.0
20.790,65.443,1.0
19.580,67.022,1.0
19.780,64.445,1.0
20.000,63.721,1.0
20.230,63.494,1.0
20.470,63.574,1.0
20.720,63.625,1.0
20.980,63.525,1.0
21.250,63.882,1.0
21.520,65.910,1.0
20.400,67.164,1.0
20.600,64.883,1.0
20.810,64.497,1.0
21.030,63.947,1.0
21.260,63.718,1.0
21.500,63.829,1.0
21.750,63.726,1.0
22.010,63.762,1.0
22.270,66.441,1.0
21.240,67.492,1.0
21.430,67.141,1.0
21.640,66.356,1.0
21.850,65.925,1.0
22.070,65.205,1.0
22.300,65.025,1.0
22.540,65.917,1.0
22.790,65.822,1.0
23.050,68.647,1.0
16.230,66.373,1.0
16.660,63.552,1.0
17.100,64.177,1.0
17.540,63.918,1.0
17.980,64.237,1.0
18.430,64.649,1.0
18.880,65.117,1.0
19.330,64.822,1.0
19.780,65.027,1.0
16.380,67.859,1.0
16.810,62.929,1.0
17.240,61.567,1.0
17.680,62.935,1.0
18.120,63.310,1.0
18.560,62.630,1.0
19.010,63.746,1.0
19.460,62.855,1.0
19.910,65.491,1.0
16.590,67.327,1.0
17.020,62.699,1.0
17.440,62.119,1.0
17.880,63.209,1.0
18.310,62.958,1.0
18.750,62.858,1.0
