distance,PL,category
19.810,95.947,1.0
20.170,96.324,1.0
20.530,96.218,1.0
20.900,96.609,1.0
21.270,97.703,1.0
21.650,98.184,1.0
22.030,96.810,1.0
22.420,94.395,1.0
22.810,93.724,1.0
20.170,96.309,1.0
20.520,88.301,1.0
20.870,89.480,1.0
21.230,89.657,1.0
21.600,89.874,1.0
21.970,90.108,1.0
22.350,90.238,1.0
22.730,90.168,1.0
23.120,90.028,1.0
20.530,96.272,1.0
20.870,89.480,1.0
21.220,87.099,1.0
21.580,88.650,1.0
21.940,88.814,1.0
22.310,88.964,1.0
22.680,89.017,1.0
23.060,89.015,1.0
23.440,88.823,1.0
20.900,96.623,1.0
21.230,89.657,1.0
21.580,88.650,1.0
21.930,87.881,1.0
22.280,89.166,1.0
22.650,89.252,1.0
23.010,89.169,1.0
23.380,89.247,1.0
23.760,88.907,1.0
21.270,97.581,1.0
21.600,89.874,1.0
21.940,88.814,1.0
22.280,89.166,1.0
22.630,89.875,1.0
22.990,90.303,1.0
23.350,90.234,1.0
23.720,90.285,1.0
24.090,89.715,1.0
21.650,98.152,1.0
21.970,90.108,1.0
22.310,88.964,1.0
22.650,89.252,1.0
22.990,90.303,1.0
23.340,92.458,1.0
23.700,91.534,1.0
24.060,91.545,1.0
24.420,90.821,1.0
22.030,96.760,1.0
22.350,90.238,1.0
22.680,89.017,1.0
23.010,89.169,1.0
23.350,90.234,1.0
23.700,91.534,1.0
24.050,93.717,1.0
24.400,92.230,1.0
24.760,91.436,1.0
22.420,94.355,1.0
22.730,90.168,1.0
23.060,89.015,1.0
23.380,89.247,1.0
23.720,90.285,1.0
24.060,91.545,1.0
24.400,92.230,1.0
24.750,92.821,1.0
25.110,91.243,1.0
22.810,93.725,1.0
23.120,90.028,1.0
23.440,88.823,1.0
23.760,88.907,1.0
24.090,89.715,1.0
24.420,90.821,1.0
24.760,91.436,1.0
25.110,91.243,1.0
25.460,89.852,1.0
14.170,90.212,1.0
14.240,90.194,1.0
14.340,90.098,1.0
14.450,90.600,1.0
14.580,91.942,1.0
14.730,90.170,1.0
14.890,91.493,1.0
15.060,92.033,1.0
15.250,91.188,1.0
14.660,94.471,1.0
14.740,87.302,1.0
14.830,87.331,1.0
14.940,87.413,1.0
15.060,87.506,1.0
15.200,87.408,1.0
15.360,87.596,1.0
15.530,87.512,1.0
15.710,88.471,1.0
15.150,95.198,1.0
15.230,87.324,1.0
15.320,87.340,1.0
15.420,87.328,1.0
15.540,87.271,1.0
15.680,87.374,1.0
15.830,87.345,1.0
15.990,87.378,1.0
16.170,87.771,1.0
15.650,94.101,1.0
15.720,89.395,1.0
15.810,89.360,1.0
15.910,89.312,1.0
16.030,89.247,1.0
16.160,89.148,1.0
