distance,PL,category
9.630,89.671,1.0
10.050,85.861,1.0
10.470,85.472,1.0
10.910,85.658,1.0
11.340,86.314,1.0
11.790,86.968,1.0
12.230,89.138,1.0
12.680,91.000,1.0
13.140,91.401,1.0
9.880,86.674,1.0
10.290,82.618,1.0
10.710,83.394,1.0
11.130,84.670,1.0
11.560,86.902,1.0
12.000,89.828,1.0
12.430,93.171,1.0
12.880,101.010,1.0
13.330,105.823,1.0
10.230,86.391,1.0
10.630,83.025,1.0
11.030,84.747,1.0
11.440,86.165,1.0
11.860,88.788,1.0
12.280,92.211,1.0
12.710,97.244,1.0
13.150,107.998,1.0
13.590,100.837,1.0
10.660,87.434,1.0
11.040,84.721,1.0
11.430,86.282,1.0
11.830,88.433,1.0
12.230,90.949,1.0
12.640,95.714,1.0
13.060,104.749,1.0
13.480,112.044,1.0
13.910,96.692,1.0
11.160,89.734,1.0
11.530,85.270,1.0
11.900,87.888,1.0
12.280,91.014,1.0
12.670,95.344,1.0
13.070,99.267,1.0
13.470,106.345,1.0
13.890,99.440,1.0
14.300,91.921,1.0
16.870,92.614,1.0
17.110,93.715,1.0
17.360,93.223,1.0
17.630,93.431,1.0
17.900,93.185,1.0
18.180,93.748,1.0
18.480,93.535,1.0
18.780,93.334,1.0
19.090,93.288,1.0
17.700,93.043,1.0
17.940,87.478,1.0
18.180,87.566,1.0
18.430,87.883,1.0
18.690,87.854,1.0
18.960,87.659,1.0
19.250,87.673,1.0
19.540,87.554,1.0
19.830,88.387,1.0
18.560,93.839,1.0
18.780,87.626,1.0
19.010,87.700,1.0
19.250,87.547,1.0
19.500,87.625,1.0
19.760,88.092,1.0
20.030,88.131,1.0
20.310,88.084,1.0
20.600,88.668,1.0
19.430,95.071,1.0
19.640,88.200,1.0
19.860,88.079,1.0
20.090,88.286,1.0
20.330,88.401,1.0
20.580,88.244,1.0
20.840,88.228,1.0
21.110,88.758,1.0
21.390,89.197,1.0
20.310,96.322,1.0
20.510,87.531,1.0
20.720,87.764,1.0
20.940,88.121,1.0
21.170,88.228,1.0
21.410,88.558,1.0
21.660,88.652,1.0
21.920,88.850,1.0
22.190,89.385,1.0
14.990,92.370,1.0
15.450,95.190,1.0
15.920,94.659,1.0
16.400,93.498,1.0
16.870,93.227,1.0
17.340,92.389,1.0
17.820,92.010,1.0
18.300,91.854,1.0
18.770,91.554,1.0
15.150,91.654,1.0
15.610,90.002,1.0
16.080,88.738,1.0
16.550,88.365,1.0
17.020,88.296,1.0
17.490,87.685,1.0
17.960,87.499,1.0
18.430,87.619,1.0
18.910,87.162,1.0
15.380,92.224,1.0
15.840,89.697,1.0
16.290,88.579,1.0
16.760,88.279,1.0
17.220,87.682,1.0
17.680,88.053,1.0
18.150,87.621,1.0
18.620,87.827,1.0
19.090,87.178,1.0
15.670,92.040,1.0
16.120,89.473,1.0
16.570,88.567,1.0
17.020,88.232,1.0
17.480,87.453,1.0
17.940,87.652,1.0
18.400,87.622,1.0
18.860,87.511,1.0
19.320,87.046,1.0
16.020,92.450,1.0
16.450,87.827,1.0
16.900,87.205,1.0
17.340,86.682,1.0
17.790,87.006,1.0
18.240,86.881,1.0
18.690,86.685,1.0
19.150,86.970,1.0
19.610,86.834,1.0
20.400,94.342,1.0
20.750,93.512,1.0
21.100,93.371,1.0
21.460,93.787,1.0
21.820,93.972,1.0
22.190,94.320,1.0
22.570,94.091,1.0
