distance,PL,category
10.180,87.179,1.0
10.580,90.309,1.0
10.980,88.703,1.0
11.400,88.944,1.0
11.820,87.509,1.0
12.240,87.621,1.0
12.670,87.006,1.0
13.110,87.991,1.0
13.550,87.642,1.0
10.420,87.354,1.0
10.810,84.725,1.0
11.210,83.679,1.0
11.610,83.508,1.0
12.030,83.612,1.0
12.440,84.073,1.0
12.870,85.029,1.0
13.300,86.125,1.0
13.730,88.786,1.0
10.750,89.652,1.0
11.130,84.103,1.0
11.520,83.394,1.0
11.910,83.572,1.0
12.310,83.907,1.0
12.720,84.557,1.0
13.140,85.755,1.0
13.560,87.109,1.0
13.980,89.820,1.0
11.160,87.370,1.0
11.530,83.353,1.0
11.900,83.372,1.0
12.280,83.684,1.0
12.670,84.393,1.0
13.070,85.450,1.0
13.470,86.896,1.0
13.890,88.505,1.0
14.300,92.225,1.0
11.640,88.294,1.0
11.990,82.795,1.0
12.350,83.236,1.0
12.720,84.072,1.0
13.100,84.797,1.0
13.480,87.201,1.0
13.880,88.396,1.0
14.280,88.926,1.0
14.680,94.573,1.0
17.190,92.293,1.0
17.430,94.361,1.0
17.680,93.800,1.0
17.930,94.063,1.0
18.200,94.045,1.0
18.480,94.036,1.0
18.770,93.780,1.0
19.070,93.970,1.0
19.370,93.685,1.0
18.010,92.047,1.0
18.240,92.163,1.0
18.480,92.432,1.0
18.730,91.468,1.0
18.980,90.391,1.0
19.250,90.390,1.0
19.530,90.199,1.0
19.810,90.392,1.0
20.110,90.740,1.0
18.850,93.062,1.0
19.070,91.273,1.0
19.300,90.479,1.0
19.540,90.304,1.0
19.780,89.648,1.0
20.040,89.898,1.0
20.310,89.791,1.0
20.580,89.433,1.0
20.860,90.056,1.0
19.710,93.824,1.0
19.920,89.744,1.0
20.130,89.572,1.0
20.360,89.854,1.0
20.600,89.295,1.0
20.850,89.680,1.0
21.100,89.168,1.0
21.370,89.399,1.0
21.640,89.513,1.0
20.580,95.066,1.0
20.770,88.865,1.0
20.980,88.686,1.0
21.200,88.814,1.0
21.430,88.750,1.0
21.670,88.752,1.0
21.920,88.787,1.0
22.170,88.994,1.0
22.430,89.132,1.0
15.350,91.192,1.0
15.810,94.574,1.0
16.260,95.173,1.0
16.730,97.777,1.0
17.190,98.590,1.0
17.660,97.355,1.0
18.120,96.817,1.0
18.590,95.864,1.0
19.070,96.021,1.0
15.510,91.301,1.0
15.960,114.623,1.0
16.420,102.914,1.0
16.870,97.959,1.0
17.330,96.158,1.0
17.800,94.181,1.0
18.260,92.426,1.0
18.730,90.996,1.0
19.200,89.823,1.0
15.730,92.028,1.0
16.180,110.746,1.0
16.630,100.187,1.0
17.080,97.449,1.0
17.540,94.289,1.0
17.990,93.133,1.0
18.450,91.927,1.0
18.910,91.166,1.0
19.380,89.967,1.0
16.020,91.241,1.0
16.450,105.981,1.0
16.900,99.138,1.0
17.340,96.224,1.0
17.790,93.736,1.0
18.240,92.229,1.0
18.690,91.572,1.0
19.150,90.419,1.0
19.610,89.461,1.0
16.350,92.136,1.0
16.780,97.761,1.0
17.220,94.811,1.0
17.660,92.199,1.0
18.100,91.281,1.0
18.540,90.463,1.0
