distance,PL,category
20.400,69.515,1.0
20.750,68.335,1.0
21.100,68.526,1.0
21.460,68.509,1.0
21.820,68.536,1.0
22.190,68.783,1.0
22.570,69.180,1.0
22.950,69.280,1.0
23.330,69.065,1.0
20.750,68.333,1.0
21.090,62.132,1.0
21.440,63.233,1.0
21.790,63.397,1.0
22.150,63.581,1.0
22.510,63.756,1.0
22.880,63.821,1.0
23.250,63.977,1.0
23.630,65.613,1.0
21.100,68.521,1.0
21.440,63.233,1.0
21.780,62.033,1.0
22.130,63.165,1.0
22.480,63.273,1.0
22.840,63.446,1.0
23.200,63.410,1.0
23.570,63.371,1.0
23.940,65.326,1.0
21.460,68.516,1.0
21.790,63.397,1.0
22.130,63.165,1.0
22.470,64.578,1.0
22.810,64.753,1.0
23.170,64.762,1.0
23.530,64.816,1.0
23.890,64.612,1.0
24.260,66.764,1.0
21.820,68.551,1.0
22.150,63.581,1.0
22.480,63.273,1.0
22.810,64.753,1.0
23.160,66.743,1.0
23.510,65.863,1.0
23.860,66.033,1.0
24.220,66.072,1.0
24.580,68.050,1.0
22.190,68.798,1.0
22.510,63.756,1.0
22.840,63.446,1.0
23.170,64.762,1.0
23.510,65.863,1.0
23.850,65.498,1.0
24.200,65.757,1.0
24.550,65.754,1.0
24.910,67.636,1.0
22.570,69.193,1.0
22.880,63.821,1.0
23.200,63.410,1.0
23.530,64.816,1.0
23.860,66.033,1.0
24.200,65.757,1.0
24.540,63.975,1.0
24.890,65.006,1.0
25.240,66.836,1.0
22.950,69.292,1.0
23.250,63.977,1.0
23.570,63.371,1.0
23.890,64.612,1.0
24.220,66.072,1.0
24.550,65.754,1.0
24.890,65.006,1.0
25.230,64.477,1.0
25.580,66.716,1.0
23.330,69.080,1.0
23.630,65.613,1.0
23.940,65.326,1.0
24.260,66.764,1.0
24.580,68.050,1.0
24.910,67.636,1.0
25.240,66.836,1.0
25.580,66.716,1.0
25.930,68.980,1.0
14.990,67.226,1.0
15.060,67.293,1.0
15.150,67.002,1.0
15.260,66.669,1.0
15.380,65.979,1.0
15.520,65.841,1.0
15.670,66.234,1.0
15.840,67.228,1.0
16.020,67.236,1.0
15.450,62.778,1.0
15.530,59.971,1.0
15.610,60.010,1.0
15.720,60.257,1.0
15.840,60.333,1.0
15.970,60.458,1.0
16.120,60.427,1.0
16.280,60.463,1.0
16.450,62.270,1.0
15.920,62.943,1.0
15.990,61.339,1.0
16.080,61.410,1.0
16.180,61.440,1.0
16.290,61.359,1.0
16.420,61.567,1.0
16.570,61.626,1.0
16.730,61.503,1.0
16.900,63.744,1.0
16.400,63.138,1.0
16.460,62.842,1.0
16.550,63.109,1.0
16.640,63.038,1.0
16.760,62.944,1.0
16.880,63.104,1.0
17.020,63.122,1.0
17.170,63.163,1.0
17.340,66.089,1.0
16.870,63.439,1.0
16.930,61.729,1.0
17.020,61.829,1.0
17.110,61.868,1.0
17.220,62.022,1.0
17.340,62.251,1.0
17.480,62.130,1.0
17.630,62.355,1.0
17.790,64.613,1.0
17.340,63.497,1.0
17.410,61.527,1.0
17.490,61.500,1.0
17.580,61.587,1.0
17.680,61.753,1.0
17.800,61.900,1.0
17.940,61.731,1.0
18.080,62.073,1.0
18.240,63.915,1.0
17.820,63.815,1.0
17.880,62.823,1.0
17.960,62.724,1.0
18.050,62.839,1.0
18.150,62.859,1.0
18.270,62.661,1.0
18.400,62.810,1.0
18.540,62.911,1.0
18.690,64.911,1.0
18.300,63.882,1.0
18.360,63.831,1.0
18.430,63.734,1.0
18.520,63.738,1.0
18.620,63.682,1.0
18.730,63.709,1.0
18.860,63.735,1.0
