distance,PL,category
8.120,59.295,1.0
8.990,61.221,1.0
10.040,65.300,1.0
11.350,66.023,1.0
12.840,68.450,1.0
17.020,66.058,1.0
19.710,70.119,1.0
8.200,59.725,1.0
9.230,61.585,1.0
10.350,63.391,1.0
11.710,63.558,1.0
13.230,63.958,1.0
17.460,67.434,1.0
20.170,70.250,1.0
10.810,60.990,1.0
11.740,68.927,1.0
13.290,64.781,1.0
14.580,63.989,1.0
18.370,67.573,1.0
20.890,71.012,1.0
10.910,73.349,1.0
11.960,69.080,1.0
13.600,66.673,1.0
14.930,79.968,1.0
18.780,68.788,1.0
21.320,68.477,1.0
16.050,69.787,0.0
17.220,66.511,1.0
18.240,68.721,0.0
21.390,72.203,1.0
23.590,72.175,0.0
23.970,72.217,0.0
21.200,85.906,0.0
22.100,75.988,1.0
22.900,85.407,0.0
25.480,84.395,0.0
27.350,87.173,0.0
20.700,69.858,1.0
21.330,80.669,0.0
22.290,77.045,0.0
23.120,86.825,0.0
25.780,83.891,0.0
27.690,90.461,0.0
20.760,87.811,0.0
15.770,71.038,0.0
15.550,67.457,0.0
24.360,69.913,0.0
21.760,68.604,1.0
16.020,65.430,1.0
24.630,76.388,0.0
16.400,82.428,1.0
20.700,69.858,1.0
19.710,70.119,1.0
20.890,71.012,1.0
23.590,72.175,0.0
14.450,64.440,1.0
15.290,68.155,1.0
20.990,85.784,0.0
20.820,85.486,0.0
20.760,87.811,0.0
19.740,67.429,1.0
21.070,63.126,1.0
23.870,69.297,0.0
14.870,68.290,1.0
15.710,67.128,1.0
21.090,85.879,0.0
20.900,85.599,0.0
21.460,84.362,0.0
20.630,70.698,1.0
17.910,69.301,1.0
18.810,67.131,1.0
21.600,75.433,0.0
18.350,68.043,1.0
19.260,68.785,1.0
11.040,70.077,1.0
11.350,60.968,1.0
8.300,63.113,1.0
8.600,60.393,1.0
9.480,62.387,1.0
16.150,69.234,1.0
13.630,65.035,1.0
12.070,67.067,1.0
10.670,64.524,1.0
12.200,61.145,1.0
12.720,66.088,1.0
13.920,68.595,1.0
15.290,69.727,1.0
17.570,67.997,1.0
16.780,68.915,1.0
20.040,75.476,1.0
11.180,63.310,1.0
11.530,66.936,1.0
8.440,63.996,1.0
8.780,65.008,1.0
9.750,61.669,1.0
16.580,66.995,1.0
14.040,65.823,1.0
12.450,63.399,1.0
10.730,64.672,1.0
12.450,64.560,1.0
13.000,65.931,1.0
14.250,64.714,1.0
15.650,64.389,1.0
17.970,68.101,1.0
17.170,70.397,1.0
20.460,80.667,1.0
20.630,70.698,1.0
21.760,68.604,1.0
23.840,81.621,0.0
26.080,86.007,0.0
26.710,86.938,0.0
10.670,64.524,1.0
20.660,68.096,1.0
21.930,67.687,1.0
24.100,71.800,0.0
26.390,87.575,0.0
27.030,87.114,0.0
11.000,62.444,1.0
27.350,87.173,0.0
28.020,80.309,0.0
22.480,85.236,0.0
23.350,86.439,0.0
24.910,73.297,1.0
8.300,63.113,1.0
8.600,60.393,1.0
8.990,61.221,1.0
9.480,62.387,1.0
10.040,65.300,1.0
11.350,66.023,1.0
12.070,67.067,1.0
12.840,68.450,1.0
13.630,65.035,1.0
14.450,64.440,1.0
8.440,63.996,1.0
8.780,65.008,1.0
9.230,61.585,1.0
9.750,61.669,1.0
10.350,63.391,1.0
11.710,63.558,1.0
12.450,63.399,1.0
13.230,63.958,1.0
14.040,65.823,1.0
14.870,68.290,1.0
8.200,59.725,1.0
15.290,68.155,1.0
16.150,69.234,1.0
17.020,66.058,1.0
