distance,PL,category
19.660,148.237,0.0
21.480,147.390,0.0
25.500,151.474,0.0
1.720,85.468,1.0
4.230,95.779,1.0
6.150,96.380,1.0
8.110,105.141,1.0
10.090,116.576,1.0
15.060,103.513,1.0
18.040,105.063,1.0
5.460,98.056,1.0
7.130,101.798,1.0
9.470,102.592,1.0
9.470,102.592,1.0
11.210,98.467,1.0
13.950,117.032,1.0
7.340,99.392,1.0
8.650,104.332,1.0
10.660,99.467,1.0
12.230,101.142,1.0
16.570,105.004,1.0
19.330,106.021,0.0
10.090,103.603,1.0
14.160,105.088,1.0
16.420,103.839,1.0
13.950,127.649,0.0
15.280,107.019,0.0
16.420,101.181,1.0
19.860,102.994,1.0
22.210,116.322,0.0
19.660,141.581,0.0
20.630,144.270,0.0
21.480,147.461,0.0
24.210,153.683,0.0
26.180,156.553,0.0
19.120,113.028,1.0
5.900,99.195,1.0
4.350,95.921,1.0
12.400,98.986,1.0
10.480,98.961,1.0
12.830,103.318,1.0
10.660,99.138,1.0
15.640,108.289,1.0
13.910,110.022,0.0
16.570,109.139,0.0
19.860,105.894,1.0
18.400,111.921,0.0
21.410,107.271,0.0
15.060,105.944,1.0
17.050,118.039,1.0
19.250,148.379,0.0
22.480,141.712,0.0
21.030,146.898,0.0
24.210,155.220,0.0
24.850,149.088,0.0
19.120,110.920,1.0
15.670,108.632,0.0
17.480,98.500,1.0
14.230,103.872,1.0
15.020,103.303,1.0
15.570,113.897,1.0
17.040,99.230,1.0
17.480,114.173,0.0
20.630,105.590,0.0
21.410,107.271,0.0
18.400,111.921,0.0
11.430,99.937,1.0
13.060,107.438,0.0
13.910,110.022,0.0
12.230,111.460,0.0
15.830,98.267,1.0
19.430,156.779,0.0
21.960,131.226,0.0
13.630,116.659,0.0
13.370,104.891,0.0
23.030,106.592,0.0
19.120,112.549,1.0
19.940,105.623,0.0
20.260,106.523,0.0
20.630,133.652,0.0
23.610,106.552,0.0
23.030,106.623,0.0
13.440,109.750,1.0
13.910,99.275,1.0
20.630,111.241,0.0
14.060,103.207,1.0
16.050,106.100,1.0
17.050,118.039,1.0
8.110,98.714,1.0
9.100,100.209,1.0
11.080,101.662,1.0
12.070,105.980,1.0
18.400,108.769,1.0
4.230,94.911,1.0
7.270,102.336,1.0
8.110,98.368,1.0
19.120,113.028,1.0
18.040,102.070,1.0
19.330,140.443,0.0
22.210,116.570,0.0
12.070,105.468,1.0
13.070,102.744,1.0
13.070,109.644,1.0
13.180,105.390,1.0
19.430,153.089,0.0
19.250,150.391,0.0
19.940,138.771,0.0
13.480,104.509,1.0
14.230,105.150,1.0
15.020,110.513,1.0
12.750,102.549,1.0
12.070,105.416,1.0
13.370,109.235,1.0
13.630,97.455,1.0
15.280,105.070,1.0
17.710,103.378,1.0
6.390,95.545,1.0
6.770,95.687,1.0
7.270,96.165,1.0
7.860,93.068,1.0
8.530,104.528,1.0
9.260,105.538,1.0
10.040,103.530,1.0
3.300,91.540,1.0
3.730,94.851,1.0
6.770,95.734,1.0
7.670,101.924,1.0
8.590,97.800,1.0
2.440,91.218,1.0
2.990,91.413,1.0
3.730,94.842,1.0
4.570,96.095,1.0
5.460,94.168,1.0
6.390,97.002,1.0
7.340,96.274,1.0
8.290,98.406,1.0
9.260,100.122,1.0
10.240,97.300,1.0
11.210,103.273,1.0
12.200,102.913,1.0
19.040,111.953,1.0
16.050,105.043,1.0
17.050,111.253,1.0
4.570,98.936,1.0
5.090,97.823,1.0
5.730,92.747,1.0
6.470,93.584,1.0
8.990,100.465,1.0
9.890,111.852,1.0
10.800,97.894,1.0
11.730,102.047,1.0
12.680,98.101,1.0
7.670,97.001,1.0
8.110,108.748,1.0
6.470,100.247,1.0
5.900,96.414,1.0
7.860,95.920,1.0
14.340,116.358,0.0
21.410,107.533,0.0
17.040,106.205,1.0
17.710,101.804,1.0
2.440,91.197,1.0
3.300,91.490,1.0
5.180,97.751,1.0
14.060,103.507,1.0
11.080,98.777,1.0
9.100,99.699,1.0
13.180,106.663,1.0
5.090,93.223,1.0
9.530,98.046,1.0
11.430,101.927,1.0
5.180,98.415,1.0
7.860,95.920,1.0
10.330,96.347,1.0
12.110,103.883,1.0
13.030,109.709,1.0
6.150,96.127,1.0
10.850,97.390,1.0
11.690,95.237,1.0
12.560,101.380,1.0
14.340,113.469,1.0
7.130,98.045,1.0
9.260,93.777,1.0
9.940,103.357,1.0
11.430,100.279,1.0
13.060,101.685,1.0
15.670,106.353,1.0
14.790,107.258,1.0
18.400,106.397,0.0
14.440,99.433,1.0
13.620,103.230,1.0
11.340,100.530,1.0
13.480,100.870,1.0
12.070,108.933,1.0
15.640,102.340,1.0
14.890,107.785,1.0
14.890,97.776,1.0
16.300,115.018,1.0
16.990,112.288,1.0
16.300,103.631,1.0
14.790,104.588,0.0
19.040,113.710,1.0
20.260,143.734,0.0
22.480,141.383,0.0
24.850,149.463,0.0
25.500,150.652,0.0
7.130,97.258,1.0
8.650,95.051,1.0
12.830,99.009,1.0
13.620,117.124,0.0
14.440,103.205,0.0
26.180,151.118,0.0
26.870,107.200,1.0
15.830,104.397,0.0
19.120,111.112,1.0
21.030,145.354,0.0
21.960,131.451,0.0
23.610,107.463,0.0
19.090,151.741,0.0
19.310,151.876,0.0
21.650,151.296,0.0
5.830,103.245,1.0
7.000,102.305,1.0
8.300,98.949,1.0
9.840,99.071,1.0
11.530,95.689,1.0
16.050,107.033,1.0
18.890,132.998,0.0
2.780,91.841,1.0
5.350,94.519,1.0
8.220,99.799,1.0
8.220,99.799,1.0
10.180,97.681,1.0
13.130,100.410,1.0
2.250,87.681,1.0
5.100,97.417,1.0
8.060,106.283,1.0
10.050,97.721,1.0
15.030,107.371,1.0
18.020,105.829,1.0
3.620,88.457,1.0
10.580,114.681,0.0
13.450,103.636,0.0
8.130,114.151,0.0
10.250,112.125,0.0
11.870,132.072,0.0
16.310,115.254,0.0
19.100,108.467,0.0
13.350,148.145,0.0
14.730,141.866,0.0
15.910,148.358,0.0
19.440,146.363,0.0
21.840,149.705,0.0
12.540,107.309,1.0
6.270,98.757,1.0
4.830,96.112,1.0
12.580,105.179,1.0
10.690,102.095,1.0
10.130,100.921,1.0
7.190,98.870,1.0
11.370,108.766,0.0
8.850,113.944,0.0
10.930,139.632,0.0
15.470,163.309,0.0
12.520,140.116,0.0
16.630,150.414,0.0
8.460,99.190,1.0
10.440,100.653,1.0
19.370,151.233,0.0
19.750,147.910,0.0
19.160,152.313,0.0
20.760,153.211,0.0
21.190,151.887,0.0
14.950,136.823,0.0
10.190,137.578,0.0
16.020,105.361,1.0
11.280,101.085,1.0
12.260,108.801,1.0
11.860,111.303,0.0
13.730,108.991,0.0
11.710,138.551,0.0
16.030,141.721,0.0
16.630,150.414,0.0
12.520,140.116,0.0
7.440,102.799,0.0
8.290,109.059,0.0
8.850,113.944,0.0
7.810,103.341,0.0
13.240,100.395,1.0
19.200,151.413,0.0
19.510,151.658,0.0
7.560,104.167,0.0
7.080,110.610,0.0
17.940,148.763,0.0
19.580,146.404,0.0
19.030,111.023,1.0
19.020,104.874,1.0
19.060,105.571,1.0
20.380,110.602,0.0
20.050,112.209,0.0
12.050,104.629,1.0
12.040,104.436,1.0
17.230,109.051,0.0
7.470,99.322,1.0
9.450,100.300,1.0
10.440,100.653,1.0
1.940,89.592,1.0
2.730,88.775,1.0
4.560,99.410,1.0
5.520,108.171,1.0
14.490,108.851,0.0
3.010,93.518,1.0
6.630,103.425,1.0
7.550,98.186,1.0
12.540,107.309,1.0
11.430,107.539,1.0
13.360,151.452,0.0
17.270,144.499,0.0
13.300,106.421,1.0
14.200,99.786,1.0
6.490,93.194,1.0
6.720,99.744,1.0
13.010,147.928,0.0
12.740,148.605,0.0
13.750,142.300,0.0
9.640,108.433,0.0
10.030,107.995,0.0
10.500,108.060,0.0
9.340,104.988,0.0
9.140,100.182,1.0
13.530,104.310,1.0
13.300,106.438,1.0
13.100,106.837,1.0
14.080,120.058,0.0
2.320,88.323,1.0
3.220,93.780,1.0
4.170,95.408,1.0
5.130,91.920,1.0
6.110,100.325,1.0
7.090,94.951,1.0
8.080,99.286,1.0
3.920,95.213,1.0
4.280,97.023,1.0
7.090,95.158,1.0
7.950,98.171,1.0
8.850,98.628,1.0
4.870,95.283,1.0
5.160,95.835,1.0
5.630,98.117,1.0
6.220,96.874,1.0
6.900,97.349,1.0
7.650,103.174,1.0
8.460,103.912,1.0
9.300,99.566,1.0
10.180,100.275,1.0
11.070,104.170,1.0
11.980,98.031,1.0
12.900,95.961,1.0
19.840,146.521,0.0
16.990,106.650,1.0
17.940,110.264,1.0
3.470,91.015,1.0
4.130,98.024,1.0
4.900,95.271,1.0
5.740,96.359,1.0
8.480,98.010,1.0
9.430,100.500,1.0
10.390,94.502,1.0
11.350,100.906,1.0
12.320,96.306,1.0
3.170,90.871,1.0
4.130,102.784,1.0
4.440,92.206,1.0
3.560,92.380,1.0
6.300,94.886,1.0
8.780,114.379,0.0
18.160,112.392,0.0
12.730,148.565,0.0
13.600,133.623,0.0
6.080,96.553,1.0
6.480,94.171,1.0
7.610,99.966,1.0
15.120,101.417,1.0
12.400,100.083,1.0
10.670,99.977,1.0
13.840,105.656,1.0
5.510,95.526,1.0
9.760,102.018,1.0
11.630,104.807,1.0
2.180,90.083,1.0
6.300,94.886,1.0
9.200,99.553,1.0
11.160,95.671,1.0
12.150,97.937,1.0
1.550,84.621,1.0
9.070,103.281,1.0
10.060,98.094,1.0
11.060,100.850,1.0
13.050,100.601,1.0
1.450,85.361,1.0
6.080,94.335,1.0
7.070,93.205,1.0
9.050,95.305,1.0
11.040,102.353,1.0
14.030,104.393,1.0
13.030,102.729,1.0
17.020,104.335,1.0
12.110,105.985,1.0
11.120,103.432,1.0
8.160,100.631,1.0
10.310,107.762,0.0
8.390,105.321,0.0
12.490,100.463,0.0
11.530,102.088,0.0
10.940,108.336,0.0
12.790,106.770,0.0
13.160,108.735,0.0
12.260,117.190,0.0
9.490,113.337,0.0
12.420,99.742,1.0
14.220,149.903,0.0
17.230,145.769,0.0
20.220,149.383,0.0
21.020,149.547,0.0
9.050,106.249,1.0
7.250,93.083,1.0
8.720,102.818,0.0
9.150,104.536,0.0
9.660,108.878,0.0
22.140,148.855,0.0
22.670,149.800,0.0
11.050,127.837,0.0
15.390,112.729,0.0
15.300,148.236,0.0
16.550,164.658,0.0
18.680,145.371,0.0
20.760,152.391,0.0
19.310,152.878,0.0
19.370,151.272,0.0
12.410,100.957,1.0
13.000,105.161,1.0
13.740,146.770,0.0
14.730,143.942,0.0
