distance,PL,category
9.100,104.318,1.0
9.890,103.611,1.0
10.850,105.279,1.0
12.070,105.228,1.0
13.480,102.757,1.0
17.510,107.316,1.0
20.140,107.182,1.0
9.170,103.433,1.0
10.100,105.116,1.0
11.130,104.631,1.0
12.400,102.918,1.0
13.850,106.150,1.0
17.940,107.648,1.0
20.580,107.813,1.0
11.560,105.869,1.0
12.430,105.250,1.0
13.910,104.854,1.0
15.150,104.692,1.0
18.820,108.141,1.0
21.290,109.158,1.0
11.660,101.563,1.0
12.640,105.008,1.0
14.200,103.983,1.0
15.480,104.942,1.0
19.230,107.518,1.0
21.720,108.739,1.0
16.570,106.218,0.0
17.700,107.354,1.0
18.690,109.019,0.0
21.780,108.740,1.0
23.940,110.241,0.0
24.320,110.428,0.0
21.590,143.544,0.0
22.480,109.180,1.0
23.260,143.385,0.0
25.810,140.583,0.0
27.660,144.952,0.0
21.100,108.862,1.0
21.720,140.215,0.0
22.660,127.786,0.0
23.480,144.153,0.0
26.100,147.944,0.0
27.990,150.646,0.0
21.160,145.482,0.0
16.290,106.423,0.0
16.080,106.294,0.0
24.700,110.245,0.0
22.140,108.271,1.0
16.540,107.169,1.0
24.970,115.704,0.0
16.900,106.147,1.0
21.100,108.862,1.0
20.140,107.182,1.0
21.290,109.158,1.0
23.940,110.241,0.0
15.020,104.355,1.0
15.830,107.520,1.0
21.390,143.677,0.0
21.220,143.851,0.0
21.160,145.482,0.0
20.170,107.820,1.0
21.460,110.879,1.0
24.220,116.420,0.0
15.420,107.287,1.0
16.240,105.434,1.0
21.480,143.623,0.0
21.300,143.582,0.0
21.850,130.863,0.0
21.030,109.318,1.0
18.370,106.970,1.0
19.250,109.078,1.0
21.990,144.848,0.0
18.810,106.692,1.0
19.690,107.366,1.0
11.770,102.711,1.0
12.070,105.730,1.0
9.260,99.976,1.0
9.530,102.734,1.0
10.330,101.894,1.0
16.660,105.079,1.0
14.230,106.191,1.0
12.750,103.187,1.0
11.430,106.067,1.0
12.870,102.287,1.0
13.360,104.577,1.0
14.510,105.948,1.0
15.830,108.837,1.0
18.040,107.261,1.0
17.270,105.891,1.0
20.450,107.966,1.0
11.910,103.324,1.0
12.240,103.089,1.0
9.380,99.527,1.0
9.690,99.736,1.0
10.580,104.690,1.0
17.080,106.294,1.0
14.620,103.967,1.0
13.110,107.056,1.0
11.480,102.288,1.0
13.110,105.677,1.0
13.630,104.871,1.0
14.820,104.228,1.0
16.180,107.432,1.0
18.430,107.454,1.0
17.650,103.967,1.0
20.870,108.955,1.0
21.030,109.318,1.0
22.140,108.271,1.0
24.190,131.497,0.0
26.400,142.848,0.0
27.020,144.827,0.0
11.430,106.067,1.0
21.060,107.644,1.0
22.310,104.131,1.0
24.440,110.567,0.0
26.710,143.707,0.0
27.340,144.889,0.0
11.740,104.542,1.0
27.660,144.952,0.0
28.320,138.060,0.0
22.850,140.906,0.0
23.710,144.707,0.0
25.240,110.564,1.0
9.260,99.976,1.0
9.530,102.734,1.0
9.890,103.611,1.0
10.330,101.894,1.0
10.850,105.279,1.0
12.070,105.228,1.0
12.750,103.187,1.0
13.480,102.757,1.0
14.230,106.191,1.0
15.020,104.355,1.0
9.380,99.527,1.0
9.690,99.736,1.0
10.100,105.116,1.0
10.580,104.690,1.0
11.130,104.631,1.0
12.400,102.918,1.0
13.110,107.056,1.0
13.850,106.150,1.0
14.620,103.967,1.0
15.420,107.287,1.0
9.170,103.433,1.0
15.830,107.520,1.0
16.660,105.079,1.0
17.510,107.316,1.0
18.370,106.970,1.0
19.250,109.078,1.0
16.240,105.434,1.0
17.080,106.294,1.0
17.940,107.648,1.0
18.810,106.692,1.0
19.690,107.366,1.0
11.560,105.869,1.0
11.770,102.711,1.0
12.070,105.730,1.0
12.430,105.250,1.0
12.870,102.287,1.0
13.910,104.854,1.0
14.510,105.948,1.0
15.150,104.692,1.0
15.830,108.837,1.0
16.540,107.169,1.0
17.270,105.891,1.0
18.040,107.261,1.0
18.820,108.141,1.0
19.630,106.963,1.0
20.450,107.966,1.0
11.660,101.563,1.0
11.910,103.324,1.0
12.240,103.089,1.0
12.640,105.008,1.0
13.110,105.677,1.0
14.200,103.983,1.0
14.820,104.228,1.0
15.480,104.942,1.0
16.180,107.432,1.0
16.900,106.147,1.0
17.650,103.967,1.0
18.430,107.454,1.0
19.230,107.518,1.0
20.040,107.562,1.0
20.870,108.955,1.0
11.480,102.288,1.0
13.630,104.871,1.0
21.720,108.739,1.0
11.800,103.355,1.0
11.960,101.873,1.0
12.210,98.489,1.0
12.530,110.390,1.0
12.930,113.914,1.0
13.380,104.158,1.0
13.890,104.952,1.0
14.460,106.423,1.0
15.070,101.014,1.0
15.710,100.925,1.0
16.400,106.090,1.0
17.110,102.237,1.0
17.860,107.168,1.0
18.620,107.411,1.0
19.410,104.254,1.0
20.220,103.440,1.0
21.040,103.669,1.0
21.880,110.352,1.0
11.870,105.849,1.0
12.080,97.599,1.0
12.360,100.360,1.0
12.720,100.985,1.0
13.150,100.075,1.0
14.170,105.148,1.0
14.760,109.254,1.0
15.390,103.266,1.0
16.050,105.039,1.0
16.750,102.391,1.0
18.240,107.297,1.0
19.020,102.700,1.0
19.810,106.171,1.0
20.630,105.980,1.0
21.460,110.879,1.0
11.190,103.913,1.0
11.360,115.812,0.0
11.620,112.279,0.0
11.960,113.585,0.0
12.370,113.417,0.0
12.850,113.129,0.0
13.380,104.158,1.0
13.960,103.654,1.0
14.590,132.694,0.0
15.260,120.229,0.0
15.970,128.096,0.0
16.700,107.641,0.0
17.460,112.254,0.0
18.250,106.980,1.0
19.050,126.138,0.0
19.870,132.176,0.0
20.710,130.249,0.0
21.560,129.358,0.0
11.270,105.438,1.0
11.480,116.583,0.0
11.780,111.547,0.0
12.160,113.435,0.0
12.600,115.207,0.0
13.670,104.609,1.0
14.270,129.821,0.0
14.920,120.965,0.0
15.610,118.041,0.0
16.330,121.280,0.0
17.850,107.513,1.0
18.650,107.692,1.0
19.460,136.497,0.0
20.290,125.530,0.0
21.130,129.108,0.0
15.460,108.649,1.0
15.590,106.017,0.0
15.780,107.775,0.0
16.030,107.691,0.0
16.340,107.836,0.0
16.700,107.641,0.0
17.110,102.237,1.0
17.580,136.801,0.0
18.080,107.513,0.0
18.620,108.245,0.0
19.210,108.389,0.0
19.820,102.807,0.0
20.460,112.307,0.0
21.140,109.285,1.0
21.830,145.054,0.0
22.560,110.363,0.0
23.300,110.510,0.0
24.060,110.282,0.0
15.520,104.927,1.0
15.680,107.881,0.0
15.900,107.910,0.0
16.180,107.734,0.0
16.510,107.597,0.0
17.340,106.882,1.0
17.820,108.140,0.0
18.350,107.779,0.0
18.910,108.024,0.0
19.510,108.140,0.0
20.800,108.567,1.0
21.480,145.649,0.0
22.190,110.424,0.0
22.920,110.429,0.0
23.670,110.461,0.0
16.280,106.384,1.0
16.400,110.176,0.0
16.580,106.957,0.0
16.820,113.570,0.0
17.120,105.996,0.0
17.460,112.254,0.0
17.860,107.168,1.0
18.300,108.447,1.0
18.780,104.773,0.0
19.310,104.893,0.0
19.870,114.265,0.0
20.460,112.307,0.0
21.090,108.348,0.0
21.740,108.777,1.0
22.420,103.333,1.0
23.120,107.954,0.0
23.850,106.748,0.0
24.590,106.764,0.0
16.330,107.019,1.0
16.480,110.262,0.0
16.690,111.786,0.0
16.960,105.015,0.0
17.280,103.411,0.0
18.070,107.126,1.0
18.540,115.569,0.0
19.040,114.869,0.0
19.590,108.033,0.0
20.160,106.383,0.0
21.410,108.680,1.0
22.080,107.213,1.0
22.770,107.154,0.0
23.480,106.781,0.0
24.220,116.420,0.0
9.230,104.394,1.0
9.450,99.277,1.0
9.760,101.316,1.0
10.160,99.741,1.0
10.640,107.059,1.0
11.190,103.913,1.0
11.800,103.355,1.0
12.450,105.756,1.0
13.160,103.443,1.0
13.900,107.403,1.0
14.660,105.559,1.0
15.460,108.649,1.0
16.280,106.384,1.0
17.120,104.998,1.0
17.970,107.690,1.0
18.840,107.702,1.0
19.720,109.002,1.0
20.610,108.979,1.0
9.330,101.503,1.0
9.590,101.386,1.0
9.950,104.322,1.0
10.390,98.497,1.0
10.910,101.808,1.0
12.120,106.393,1.0
12.800,103.585,1.0
13.520,105.569,1.0
14.280,104.814,1.0
15.060,103.407,1.0
16.700,107.829,1.0
17.540,105.639,1.0
18.400,108.508,1.0
19.280,106.648,1.0
20.170,107.820,1.0
20.610,108.979,1.0
20.710,144.510,0.0
20.850,145.719,0.0
21.040,145.700,0.0
21.280,145.939,0.0
21.560,129.358,0.0
21.880,110.352,1.0
22.240,141.208,0.0
22.640,145.451,0.0
23.080,146.241,0.0
23.550,146.432,0.0
24.060,110.282,0.0
24.590,106.764,0.0
25.150,137.549,0.0
25.740,147.240,0.0
26.360,146.200,0.0
26.990,147.067,0.0
27.650,145.393,0.0
20.660,109.270,1.0
20.780,145.493,0.0
20.940,145.514,0.0
21.160,145.733,0.0
21.410,133.228,0.0
22.060,108.168,1.0
22.440,144.386,0.0
22.860,145.741,0.0
23.310,146.190,0.0
23.800,131.397,0.0
24.870,110.202,1.0
25.440,145.031,0.0
26.050,146.886,0.0
26.670,147.002,0.0
27.320,141.536,0.0
15.920,104.098,1.0
24.320,110.428,0.0
11.740,104.542,1.0
20.580,107.813,1.0
9.330,101.503,1.0
9.590,101.386,1.0
9.950,104.322,1.0
10.390,98.497,1.0
10.910,101.808,1.0
9.450,99.277,1.0
9.760,101.316,1.0
10.160,99.741,1.0
