distance,PL,category
3.310,51.942,1.0
5.090,54.505,1.0
6.770,56.628,1.0
8.590,62.574,1.0
10.480,65.632,1.0
15.320,76.929,1.0
18.270,68.316,1.0
3.490,53.947,1.0
5.490,60.512,1.0
7.220,59.670,1.0
9.060,64.659,1.0
10.960,61.850,1.0
15.810,71.069,1.0
18.760,68.350,1.0
7.860,56.543,1.0
9.100,59.770,0.0
11.030,71.734,0.0
12.560,62.230,0.0
16.810,68.631,0.0
19.530,69.490,0.0
8.000,61.126,0.0
9.380,60.048,0.0
11.400,74.970,0.0
12.960,67.192,0.0
17.260,70.643,0.0
19.990,68.128,0.0
14.240,74.649,0.0
15.540,62.838,0.0
16.660,64.763,0.0
20.060,69.003,0.0
22.390,71.046,0.0
22.800,72.590,0.0
19.860,93.121,0.0
20.820,74.493,0.0
21.670,91.490,0.0
24.380,100.555,0.0
26.330,88.343,0.0
19.330,69.456,1.0
19.990,73.171,0.0
21.020,81.753,0.0
21.900,83.740,0.0
24.690,86.664,0.0
26.670,96.584,0.0
19.390,91.429,0.0
13.920,71.940,0.0
13.660,69.320,0.0
23.200,71.747,0.0
20.460,72.861,0.0
14.200,63.488,0.0
23.490,69.915,0.0
14.620,61.343,0.0
19.330,69.456,1.0
18.270,68.316,1.0
19.530,69.490,0.0
22.390,71.046,0.0
12.400,64.640,1.0
13.370,62.760,1.0
19.640,90.074,0.0
19.460,85.752,0.0
19.390,91.429,0.0
18.300,66.663,1.0
19.720,68.690,0.0
22.690,70.032,0.0
12.880,63.086,1.0
13.850,63.288,1.0
19.740,88.271,0.0
19.540,86.824,0.0
20.140,65.863,0.0
19.250,66.538,1.0
16.300,68.004,1.0
17.280,64.996,1.0
20.290,66.852,0.0
16.790,63.432,1.0
17.770,70.173,1.0
8.170,59.628,0.0
8.590,64.973,0.0
3.730,55.421,1.0
4.350,53.966,1.0
5.910,55.195,1.0
14.340,66.914,1.0
11.440,65.327,1.0
9.530,62.764,1.0
7.670,61.541,1.0
9.680,57.973,0.0
10.330,79.109,0.0
11.780,69.409,1.0
13.370,64.208,0.0
15.920,79.083,0.0
15.050,77.877,0.0
18.620,69.404,0.0
8.370,62.356,0.0
8.830,59.960,0.0
4.020,55.918,1.0
4.710,57.557,1.0
6.330,63.758,1.0
14.830,68.467,1.0
11.920,67.434,1.0
10.000,62.180,1.0
7.750,63.610,1.0
10.000,71.442,0.0
10.680,70.820,0.0
12.160,62.014,0.0
13.780,77.268,0.0
16.370,74.884,0.0
15.490,78.372,0.0
19.070,71.422,0.0
19.250,66.538,1.0
20.460,72.861,0.0
22.660,85.813,0.0
25.010,87.089,0.0
25.660,88.505,0.0
7.670,61.541,1.0
19.280,68.897,1.0
20.630,76.274,0.0
22.930,81.100,0.0
25.330,87.648,0.0
25.990,89.326,0.0
8.130,57.983,1.0
26.330,88.343,0.0
27.020,71.529,1.0
21.220,83.940,0.0
22.140,87.602,0.0
23.780,69.686,0.0
3.730,55.421,1.0
4.350,53.966,1.0
5.090,54.505,1.0
5.910,55.195,1.0
6.770,56.628,1.0
8.590,62.574,1.0
9.530,62.764,1.0
10.480,65.632,1.0
11.440,65.327,1.0
12.400,64.640,1.0
4.020,55.918,1.0
4.710,57.557,1.0
5.490,60.512,1.0
6.330,63.758,1.0
7.220,59.670,1.0
9.060,64.659,1.0
10.000,62.180,1.0
10.960,61.850,1.0
11.920,67.434,1.0
12.880,63.086,1.0
3.490,53.947,1.0
13.370,62.760,1.0
14.340,66.914,1.0
15.320,76.929,1.0
16.300,68.004,1.0
17.280,64.996,1.0
13.850,63.288,1.0
14.830,68.467,1.0
15.810,71.069,1.0
16.790,63.432,1.0
17.770,70.173,1.0
7.860,56.543,1.0
8.170,59.628,0.0
8.590,64.973,0.0
9.100,59.770,0.0
9.680,57.973,0.0
11.030,71.734,0.0
11.780,69.409,1.0
12.560,62.230,0.0
13.370,64.208,0.0
14.200,63.488,0.0
15.050,77.877,0.0
15.920,79.083,0.0
16.810,68.631,0.0
17.710,71.691,0.0
18.620,69.404,0.0
8.000,61.126,0.0
8.370,62.356,0.0
8.830,59.960,0.0
9.380,60.048,0.0
10.000,71.442,0.0
11.400,74.970,0.0
12.160,62.014,0.0
12.960,67.192,0.0
13.780,77.268,0.0
14.620,61.343,0.0
15.490,78.372,0.0
16.370,74.884,0.0
17.260,70.643,0.0
18.160,73.096,0.0
19.070,71.422,0.0
7.750,63.610,1.0
10.680,70.820,0.0
19.990,68.128,0.0
8.200,60.326,1.0
8.440,60.504,0.0
8.790,65.070,0.0
9.230,58.057,0.0
9.760,61.072,0.0
10.350,65.922,0.0
11.010,63.015,0.0
11.710,70.861,0.0
12.460,63.678,1.0
13.230,64.357,0.0
14.040,74.348,0.0
14.870,68.226,0.0
15.720,63.079,0.0
16.580,72.630,0.0
17.470,70.530,0.0
18.360,66.986,0.0
19.260,87.464,0.0
20.170,66.812,0.0
8.310,62.205,1.0
8.600,62.743,0.0
9.000,64.461,0.0
9.490,62.606,0.0
10.050,63.789,0.0
11.360,72.203,0.0
12.080,60.681,1.0
12.840,62.517,1.0
13.630,65.912,0.0
14.450,67.630,0.0
16.150,73.681,0.0
17.020,71.918,0.0
17.910,71.133,0.0
18.810,70.520,0.0
19.720,68.690,0.0
7.300,64.431,1.0
7.570,67.736,0.0
7.960,59.732,0.0
8.440,61.393,0.0
9.010,62.957,0.0
9.660,59.234,0.0
