distance,PL,category
9.100,60.499,1.0
9.890,65.021,1.0
10.850,62.801,1.0
12.070,63.120,1.0
13.480,69.459,1.0
17.510,66.406,1.0
20.140,68.805,1.0
9.170,60.254,1.0
10.100,61.394,1.0
11.130,68.320,1.0
12.400,65.488,1.0
13.850,64.595,1.0
17.940,69.387,1.0
20.580,68.499,1.0
11.560,61.901,1.0
12.430,63.730,1.0
13.910,65.149,1.0
15.150,68.215,1.0
18.820,69.738,1.0
21.290,72.033,1.0
11.660,65.133,1.0
12.640,66.453,1.0
14.200,67.346,1.0
15.480,67.749,1.0
19.230,65.410,1.0
21.720,70.906,1.0
16.570,66.097,0.0
17.700,68.109,1.0
18.690,66.006,0.0
21.780,74.219,1.0
23.940,72.271,0.0
24.320,70.638,0.0
21.590,85.517,0.0
22.480,72.798,1.0
23.260,84.992,0.0
25.810,84.476,0.0
27.660,86.738,0.0
21.100,71.305,1.0
21.720,88.045,0.0
22.660,80.648,0.0
23.480,85.802,0.0
26.100,83.614,0.0
27.990,87.150,0.0
21.160,86.998,0.0
16.290,65.980,0.0
16.080,69.576,0.0
24.700,69.044,0.0
22.140,71.705,1.0
16.540,69.868,1.0
24.970,75.529,0.0
16.900,66.002,1.0
21.100,71.305,1.0
20.140,68.805,1.0
21.290,72.033,1.0
23.940,72.271,0.0
15.020,64.451,1.0
15.830,67.454,1.0
21.390,85.208,0.0
21.220,84.742,0.0
21.160,86.998,0.0
20.170,67.158,1.0
21.460,65.481,1.0
24.220,67.871,0.0
15.420,68.085,1.0
16.240,67.509,1.0
21.480,85.418,0.0
21.300,85.426,0.0
21.850,82.381,0.0
21.030,69.403,1.0
18.370,69.213,1.0
19.250,67.312,1.0
21.990,75.881,0.0
18.810,66.696,1.0
19.690,68.777,1.0
11.770,67.023,1.0
12.070,64.438,1.0
9.260,61.930,1.0
9.530,62.508,1.0
10.330,62.246,1.0
16.660,72.204,1.0
14.230,67.101,1.0
12.750,65.522,1.0
11.430,62.344,1.0
12.870,64.269,1.0
