distance,PL,category
21.590,85.421,0.0
23.260,69.858,1.0
27.020,86.617,0.0
9.100,60.499,1.0
9.890,65.927,1.0
10.850,62.012,1.0
12.070,63.508,1.0
13.480,68.072,1.0
17.510,66.406,1.0
20.140,68.805,1.0
10.470,66.465,1.0
11.430,62.503,1.0
13.020,63.515,1.0
13.020,63.515,1.0
14.340,68.520,1.0
16.570,68.885,1.0
11.560,63.080,1.0
12.430,66.125,1.0
13.910,64.306,1.0
15.150,66.297,1.0
18.820,69.124,1.0
21.290,71.355,1.0
13.480,67.920,1.0
16.750,69.419,1.0
18.690,67.962,1.0
16.570,69.061,1.0
17.700,67.979,1.0
18.690,67.962,1.0
21.780,70.679,1.0
23.940,66.046,1.0
21.590,70.657,1.0
22.480,70.117,1.0
23.260,69.858,1.0
25.810,84.440,0.0
27.660,86.738,0.0
21.100,69.490,1.0
10.710,62.344,1.0
9.930,66.321,1.0
15.280,66.402,1.0
13.770,65.053,1.0
15.640,68.105,1.0
13.910,64.574,1.0
18.010,69.698,1.0
16.540,68.856,1.0
18.820,67.767,1.0
21.780,70.679,1.0
20.450,68.958,1.0
23.200,66.494,1.0
17.510,67.054,1.0
19.250,68.598,1.0
21.220,84.742,0.0
24.190,72.838,1.0
22.850,70.254,1.0
25.810,84.440,0.0
26.400,87.901,0.0
21.100,69.918,1.0
18.040,69.782,1.0
19.630,71.310,1.0
16.810,69.202,1.0
17.480,66.963,1.0
17.950,69.473,1.0
19.240,68.586,1.0
19.630,70.109,1.0
22.480,72.791,1.0
23.200,66.494,1.0
20.450,68.958,1.0
14.510,67.834,1.0
15.830,66.547,1.0
16.540,68.856,1.0
15.150,66.512,1.0
18.180,69.855,1.0
21.390,85.208,0.0
23.710,71.689,1.0
16.290,66.901,1.0
16.080,65.942,1.0
24.700,73.812,1.0
21.100,71.305,1.0
21.850,95.796,0.0
22.140,71.778,1.0
22.480,69.874,1.0
25.240,71.043,1.0
24.700,73.812,1.0
16.140,67.514,1.0
16.540,68.856,1.0
